0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
0.873,1,2,2,2,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
0.872,1,2,2,2,1,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
0.871,1,2,2,2,1,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
0.87,1,2,2,2,1,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
0.869,1,2,2,2,1,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
0.868,1,2,2,2,1,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
0.867,1,2,2,2,1,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
0.866,1,2,2,2,1,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
0.865,1,2,2,2,1,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
0.864,1,2,2,2,1,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
0.863,1,2,2,2,1,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
0.862,1,2,2,2,1,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
0.861,1,2,2,2,1,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
0.86,1,2,2,2,1,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
0.859,1,2,2,2,1,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
0.858,1,2,2,2,1,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
0.857,1,2,2,2,1,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
0.856,1,2,2,2,2,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
0.855,1,2,2,2,2,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
0.854,1,2,2,2,2,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
0.853,1,2,2,2,2,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
0.852,1,2,2,2,2,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
0.851,1,2,2,2,2,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
0.85,1,2,2,2,2,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
0.849,1,2,2,2,2,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
0.848,1,2,2,2,2,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
0.847,1,2,2,2,2,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
0.846,1,2,2,2,2,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
0.845,1,2,2,2,2,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
0.844,1,2,2,2,2,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
0.843,1,2,2,2,2,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
0.842,1,2,2,2,2,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1
0.841,1,2,2,2,2,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1
0.84,1,2,2,2,2,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1
0.839,1,2,2,2,2,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1
0.838,1,2,2,2,2,1,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1
0.837,1,2,2,2,2,1,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1
0.836,1,2,2,2,2,1,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1
0.835,1,2,2,2,2,1,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1
0.834,1,2,2,2,2,1,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1
0.833,1,2,2,2,2,1,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1
0.832,1,2,2,2,2,1,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1
0.831,1,2,2,2,2,1,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1
0.83,1,2,2,2,2,1,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1
0.829,1,2,2,2,2,1,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1
0.828,1,2,2,2,2,1,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1
0.827,1,2,2,2,2,1,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1
0.826,1,2,2,2,2,1,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1
0.825,1,2,2,2,2,1,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1
0.824,1,2,2,2,2,1,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1
0.823,1,2,2,2,2,1,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1
0.822,2,2,2,2,2,1,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1
0.821,2,2,2,2,2,1,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1
0.82,2,2,2,2,2,1,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1
0.819,2,2,2,2,2,1,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1
0.818,2,2,2,2,2,1,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1
0.817,2,2,2,2,2,1,8,8,8,8,8,8,8,8,8,8,8,8,1,1,1
0.816,2,2,2,2,2,1,8,8,8,8,8,8,8,8,8,8,8,8,1,1,1
0.815,2,2,2,2,2,1,8,8,8,8,8,8,8,8,8,8,8,8,1,1,1
0.814,2,2,2,2,2,1,8,8,8,8,8,8,8,8,8,8,8,8,1,1,1
0.813,2,2,2,2,2,1,8,8,8,8,8,8,8,8,8,8,8,8,1,1,1
0.812,2,2,2,2,2,1,8,8,8,8,8,8,8,8,8,8,8,8,1,1,1
0.811,2,2,2,2,2,1,8,8,8,8,8,8,8,8,8,8,8,8,1,1,1
0.81,2,2,2,2,2,1,8,8,8,8,8,8,8,8,8,8,8,8,1,1,1
0.809,2,2,2,2,2,1,8,8,8,8,8,8,8,8,8,8,8,8,1,1,1
0.808,2,2,2,2,2,1,8,8,8,8,8,8,8,8,8,8,8,8,1,1,1
0.807,2,2,2,2,2,1,8,8,8,8,8,8,8,8,8,8,8,8,1,1,1
0.806,2,2,2,2,2,1,8,8,8,8,8,8,8,8,8,8,8,8,1,1,1
0.805,2,2,2,2,2,1,8,8,8,8,8,8,8,8,8,8,8,8,1,1,1
0.804,2,2,2,2,2,1,8,8,8,8,8,8,8,8,8,8,8,8,1,1,1
0.803,2,2,2,2,2,1,8,8,8,8,8,8,8,8,8,8,8,8,1,1,1
0.802,2,2,2,2,2,1,8,8,8,8,8,8,8,8,8,8,8,8,1,1,1
0.801,2,2,2,2,2,1,8,8,8,8,8,8,8,8,8,8,8,8,1,1,1
0.8,2,2,2,2,2,1,8,8,8,8,8,8,8,8,8,8,8,8,1,1,1
0.799,2,2,2,2,2,1,8,8,8,8,8,8,8,8,8,8,8,8,1,1,1
0.798,2,2,2,2,2,1,8,8,8,8,8,8,8,8,8,8,8,8,1,1,1
0.797,2,2,2,2,2,1,8,8,8,8,8,8,8,8,8,8,8,8,1,1,1
0.796,2,2,2,2,2,1,8,8,8,8,8,8,8,8,8,8,8,1,1,1,1
0.795,2,2,2,2,2,1,8,8,8,8,8,8,8,8,8,8,8,1,1,1,1
0.794,2,2,2,2,2,1,8,8,8,8,8,8,8,8,8,8,8,1,1,1,1
0.793,2,2,2,2,2,1,8,8,8,8,8,8,8,8,8,8,8,1,1,1,1
0.792,2,2,2,2,2,1,8,8,8,8,8,8,8,8,8,8,8,1,1,1,1
0.791,2,2,2,2,2,1,8,8,8,8,8,8,8,8,8,8,8,1,1,1,1
0.79,2,2,2,2,2,1,8,8,8,8,8,8,8,8,8,8,8,1,1,1,1
0.789,2,2,2,2,2,1,8,8,8,8,8,8,8,8,8,8,8,1,1,1,1
0.788,2,2,2,2,2,1,8,8,8,8,8,8,8,8,8,8,8,1,1,1,1
0.787,2,2,2,2,2,1,8,8,8,8,8,8,8,8,8,8,8,1,1,1,1
0.786,2,2,2,2,2,1,8,8,8,8,8,8,8,8,8,8,8,1,1,1,1
0.785,2,2,2,2,2,1,8,8,8,8,8,8,8,8,8,8,8,1,1,1,1
0.784,2,2,2,2,2,1,8,8,8,8,8,8,8,8,8,8,8,1,1,1,1
0.783,2,2,2,2,2,1,8,8,8,8,8,8,8,8,8,8,8,1,1,1,1
0.782,2,2,2,2,2,1,8,8,8,8,8,8,8,8,8,8,8,1,1,1,1
0.781,2,2,2,2,2,1,8,8,8,8,8,8,8,8,8,8,8,1,1,1,1
0.78,2,2,2,2,2,1,8,8,8,8,8,8,8,8,8,8,8,1,1,1,1
0.779,2,2,2,2,2,1,8,8,8,8,8,8,8,8,8,8,8,1,1,1,1
0.778,2,2,2,2,2,1,8,8,8,8,8,8,8,8,8,8,8,1,1,1,1
0.777,2,2,2,2,2,1,1,8,8,8,8,8,8,8,8,8,8,1,1,1,1
0.776,2,2,2,2,2,1,1,8,8,8,8,8,8,8,8,8,8,1,1,1,1
0.775,2,2,2,2,2,1,1,8,8,8,8,8,8,8,8,8,8,1,1,1,1
0.774,2,2,2,2,2,1,1,8,8,8,8,8,8,8,8,8,8,1,1,1,1
0.773,2,2,2,2,2,1,1,8,8,8,8,8,8,8,8,8,8,1,1,1,1
0.772,2,2,2,2,2,1,1,8,8,8,8,8,8,8,8,8,8,1,1,1,1
0.771,2,2,2,2,2,1,1,8,8,8,8,8,8,8,8,8,8,1,1,1,1
0.77,2,2,2,2,2,1,1,8,8,8,8,8,8,8,8,8,8,1,1,1,1
0.769,2,2,2,2,2,1,1,8,8,8,8,8,8,8,8,8,8,1,1,1,1
0.768,2,2,2,2,2,1,1,8,8,8,8,8,8,8,8,8,8,1,1,1,1
0.767,2,2,2,2,2,1,1,8,8,8,8,8,8,8,8,8,1,1,1,1,1
0.766,2,2,2,2,2,1,1,8,8,8,8,8,8,8,8,8,1,1,1,1,1
0.765,2,2,2,2,2,1,1,8,8,8,8,8,8,8,8,8,1,1,1,1,1
0.764,2,2,2,2,2,1,1,7,8,8,8,8,8,8,8,8,1,1,1,1,1
0.763,2,2,2,2,2,1,1,7,8,8,8,8,8,8,8,8,1,1,1,1,1
0.762,2,2,2,2,2,1,1,7,8,8,8,8,8,8,8,8,1,1,1,1,1
0.761,2,2,2,2,2,1,1,7,8,8,8,8,8,8,8,8,1,1,1,1,1
0.76,2,2,2,2,2,1,1,7,8,8,8,8,8,8,8,8,1,1,1,1,1
0.759,2,2,2,2,2,1,1,7,8,8,8,8,8,8,8,8,1,1,1,1,1
0.758,2,2,2,2,2,1,1,7,8,8,8,8,8,8,8,8,1,1,1,1,1
0.757,2,2,2,2,2,1,1,7,8,8,8,8,8,8,8,8,1,1,1,1,1
0.756,2,2,2,2,2,1,1,7,8,8,8,8,8,8,8,8,1,1,1,1,1
0.755,2,2,2,2,2,1,1,7,8,8,8,8,8,8,8,8,1,1,1,1,1
0.754,2,2,2,2,2,1,1,7,8,8,8,8,8,8,8,8,1,1,1,1,1
0.753,2,2,2,2,2,1,1,7,8,8,8,8,8,8,8,8,1,1,1,1,1
0.752,2,2,2,2,2,1,1,7,8,8,8,8,8,8,8,8,1,1,1,1,1
0.751,2,2,2,2,2,1,1,7,8,8,8,8,8,8,8,8,1,1,1,1,1
0.75,2,2,2,2,2,1,1,7,8,8,8,8,8,8,8,8,1,1,1,1,1
0.749,2,2,2,2,2,1,1,7,8,8,8,8,8,8,8,8,1,1,1,1,1
0.748,2,2,2,2,2,1,1,7,8,8,8,8,8,8,8,8,1,1,1,1,1
0.747,2,2,2,2,2,1,1,7,8,8,8,8,8,8,8,8,1,1,1,1,1
0.746,2,2,2,2,2,1,1,7,8,8,8,8,8,8,8,8,1,1,1,1,1
0.745,2,2,2,2,2,1,1,7,8,8,8,8,8,8,8,8,1,1,1,1,1
0.744,2,2,2,2,2,1,1,7,8,8,8,8,8,8,8,8,1,1,1,1,1
0.743,2,2,2,2,2,1,1,7,8,8,8,8,8,8,8,8,1,1,1,1,1
0.742,2,2,2,2,2,1,1,7,8,8,8,8,8,8,8,8,1,1,1,1,1
0.741,2,2,2,2,2,1,1,7,8,8,8,8,8,8,8,8,1,1,1,1,1
0.74,2,2,2,2,2,1,1,7,8,8,8,8,8,8,8,1,1,1,1,1,1
0.739,2,2,2,2,2,1,1,7,8,8,8,8,8,8,8,1,1,1,1,1,1
0.738,2,2,2,2,2,1,1,7,8,8,8,8,8,8,8,1,1,1,1,1,1
0.737,2,2,2,2,2,1,1,7,8,8,8,8,8,8,8,1,1,1,1,1,1
0.736,2,2,2,2,2,1,1,7,8,8,8,8,8,8,8,1,1,1,1,1,1
0.735,2,2,2,2,2,1,1,7,8,8,8,8,8,8,8,1,1,1,1,1,1
0.734,2,2,2,2,2,1,1,7,8,8,8,8,8,8,8,1,1,1,1,1,1
0.733,2,2,2,2,2,1,1,7,8,8,8,8,8,8,8,1,1,1,1,1,1
0.732,2,2,2,2,2,1,1,7,8,8,8,8,8,8,8,1,1,1,1,1,1
0.731,2,2,2,2,2,1,1,7,8,8,8,8,8,8,8,1,1,1,1,1,1
0.73,2,2,2,2,2,1,1,7,8,8,8,8,8,8,8,1,1,1,1,1,1
0.729,2,2,2,2,2,1,1,7,8,8,8,8,8,8,8,1,1,1,1,1,1
0.728,2,2,2,2,2,1,1,7,8,8,8,8,8,8,8,1,1,1,1,1,1
0.727,2,2,2,2,2,1,1,7,8,8,8,8,8,8,8,1,1,1,1,1,1
0.726,2,2,2,2,2,1,1,7,8,8,8,8,8,8,8,1,1,1,1,1,1
0.725,2,2,2,2,2,1,1,7,8,8,8,8,8,8,8,1,1,1,1,1,1
0.724,2,2,2,2,2,1,1,7,8,8,8,8,8,8,8,1,1,1,1,1,1
0.723,2,2,2,2,2,1,1,7,8,8,8,8,8,8,8,1,1,1,1,1,1
0.722,2,2,2,2,2,1,1,7,8,8,8,8,8,8,8,1,1,1,1,1,1
0.721,2,2,2,2,2,1,1,7,8,8,8,8,8,8,8,1,1,1,1,1,1
0.72,2,2,2,2,2,1,1,7,8,8,8,8,8,8,8,1,1,1,1,1,1
0.719,2,2,2,2,2,1,1,7,8,8,8,8,8,8,1,1,1,1,1,1,1
0.718,2,2,2,2,2,1,1,7,8,8,8,8,8,8,1,1,1,1,1,1,1
0.717,2,2,2,2,2,1,1,7,8,8,8,8,8,8,1,1,1,1,1,1,1
0.716,2,2,2,2,2,1,1,7,8,8,8,8,8,8,1,1,1,1,1,1,1
0.715,2,2,2,2,2,1,1,7,8,8,8,8,8,8,1,1,1,1,1,1,1
0.714,2,2,2,2,2,1,1,7,8,8,8,8,8,8,1,1,1,1,1,1,1
0.713,2,2,2,2,2,1,1,7,8,8,8,8,8,8,1,1,1,1,1,1,1
0.712,2,2,2,2,2,1,1,7,8,7,8,8,8,8,1,1,1,1,1,1,1
0.711,2,2,2,2,2,1,1,7,8,7,8,8,8,8,1,1,1,1,1,1,1
0.71,2,2,2,2,2,1,1,7,8,7,8,8,8,8,1,1,1,1,1,1,1
0.709,2,2,2,2,2,1,1,7,8,7,8,8,8,8,1,1,1,1,1,1,1
0.708,2,2,2,2,2,1,1,7,8,7,8,8,8,8,1,1,1,1,1,1,1
0.707,2,2,2,2,2,1,1,7,8,7,8,8,8,8,1,1,1,1,1,1,1
0.706,2,2,2,2,2,1,1,7,8,7,8,8,8,8,1,1,1,1,1,1,1
0.705,2,2,2,2,2,1,1,7,8,7,8,8,8,8,1,1,1,1,1,1,1
0.704,2,2,2,2,2,1,1,7,8,7,8,8,8,8,1,1,1,1,1,2,1
0.703,2,2,2,2,2,1,1,7,8,7,8,8,8,8,1,1,1,1,2,2,1
0.702,2,2,2,2,2,1,1,7,8,7,8,8,8,8,1,1,1,1,2,2,1
0.701,2,2,2,2,2,1,1,7,8,7,8,8,8,8,1,1,1,1,2,2,1
